Agency,Account,State,Recipient,Project, Amount ,Requested by,Requested by 2
Department of Health & Human Services,Health Resources and Services Administration, HI,Hawaii Island Community Health Center, facilities and equipment to construct a clinic,"$1,500,000 ",Hirono, Schatz
Department of Health & Human Services,Health Resources and Services Administration, GA,Healing Hands Clinic of Gordon County, facilities and equipment to repair a roof,"$190,000 ",Ossoff,
Department of Health & Human Services,Health Resources and Services Administration, VA,Health Brigade," facilities and equipment to replace HVAC systems, boilers, and a roof","$750,000 ",Kaine, Warner
Department of Health & Human Services,Health Resources and Services Administration, AL,Health Care Authority of the City of Eufaula, acquisition of surgical and laboratory equipment,"$500,000 ",Britt, Tuberville
Department of Health & Human Services,Health Resources and Services Administration, ME,HealthReach Community Health Centers, facilities and equipment to renovate and expand dental services wing,"$650,000 ",Collins, King
Department of Health & Human Services,Health Resources and Services Administration, MN,Hennepin Healthcare System Inc, facilities and equipment to construct a substance use disorder treatment clinic,"$3,002,000 ",Klobuchar, Smith
Department of Health & Human Services,Health Resources and Services Administration, MN,Hennepin Technical College, facilities and equipment to support dental training programs,"$2,089,000 ",Klobuchar, Smith
Department of Health & Human Services,Health Resources and Services Administration, KY,Home of the Innocents, funding for equipment for a pediatric skilled nursing facility,"$1,000,000 ",McConnell,
Department of Health & Human Services,Health Resources and Services Administration, KS,Hope Unlimited Inc," facilities and equipment for construction of new domestic violence shelter that offers therapy, telehealth, primary care services, and complex care referrals","$2,700,000 ",Moran,
Department of Health & Human Services,Health Resources and Services Administration, GA,Hospital Authority of Ben Hill, facilities and equipment to improve access to wound care,"$1,452,000 ",Warnock,
Department of Health & Human Services,Health Resources and Services Administration, GA,Hospital Authority of Irwin County, facilities and equipment to replace HVAC systems and improve imaging services,"$1,450,000 ",Ossoff, Warnock
Department of Health & Human Services,Health Resources and Services Administration, ME,Houlton Regional Hospital, facilities and equipment to modernize and replace critical infrastructure systems,"$5,458,000 ",Collins, King
Department of Health & Human Services,Health Resources and Services Administration, MI,Hurley Medical Center, equipment to replace patient beds,"$1,800,000 ",Slotkin,
Department of Health & Human Services,Health Resources and Services Administration, AK,Iliuliuk Family and Health Services, facilities and equipment for clinic renovation and acquisition of technology and medical imaging equipment,"$2,705,000 ",Murkowski,
Department of Health & Human Services,Health Resources and Services Administration, IL,Illinois Eye Institute, equipment to improve optometry services,"$750,000 ",Duckworth,
Department of Health & Human Services,Health Resources and Services Administration, NJ,Inspira Health Network, equipment to support telehealth services,"$2,000,000 ",Booker,
Department of Health & Human Services,Health Resources and Services Administration, IL,Jackson County Health Department, facilities and equipment to renovate a health department,"$176,000 ",Duckworth,
Department of Health & Human Services,Health Resources and Services Administration, LA,Jackson Parish Hospital, facilities and equipment for construction of a rural health clinic,"$4,000,000 ",Cassidy, Kennedy
Department of Health & Human Services,Health Resources and Services Administration, AK,JAMHI Health and Wellness, facilities and equipment to support HVAC installation and acquisition of technology upgrades,"$938,000 ",Murkowski,
Department of Health & Human Services,Health Resources and Services Administration, WV,Jefferson County Commission, facilities and equipment for the Jefferson County Health Department relocation and expansion,"$345,000 ",Capito, Justice
Department of Health & Human Services,Health Resources and Services Administration, WV,Kanawha County Emergency Ambulance Authority, equipment for purchase of new ambulances,"$2,105,000 ",Capito, Justice
Department of Health & Human Services,Health Resources and Services Administration, CO,Keefe Memorial Hospital, facilities and equipment to renovate a rural hospital,"$2,035,000 ",Bennet, Hickenlooper
Department of Health & Human Services,Health Resources and Services Administration, AK,Ketchikan Gateway Borough, equipment for purchase of new ambulance,"$347,000 ",Murkowski,
Department of Health & Human Services,Health Resources and Services Administration, WA,Kittitas Valley Healthcare, facilities and equipment for renovations to support orthopedic and surgery services,"$2,262,000 ",Murray,
Department of Health & Human Services,Health Resources and Services Administration, WA,Klickitat Valley Health, facilities and equipment to provide MRI services,"$500,000 ",Cantwell,
Department of Health & Human Services,Health Resources and Services Administration, AK,Kodiak Island Health Care Foundation, facilities and equipment for HVAC system upgrades,"$300,000 ",Murkowski,
Department of Health & Human Services,Health Resources and Services Administration, NH,Lamprey Health Care Inc, facilities and equipment to construct a pharmacy,"$250,000 ",Shaheen,
Department of Health & Human Services,Health Resources and Services Administration, HI,Lana’i Community Health Center (LCHC)," equipment, including information technology","$1,150,000 ",Schatz,
